class	name	inchi	left	right	agnostic	agnostic_inchi	left_inchi	right_inchi
http://purl.obolibrary.org/obo/CHEBI_81840	oxpoconazole fumarate							
http://purl.obolibrary.org/obo/CHEBI_81857	imazamox		http://purl.obolibrary.org/obo/CHEBI_83743	http://purl.obolibrary.org/obo/CHEBI_83744	http://purl.obolibrary.org/obo/CHEBI_83742	InChI=1S/C15H19N3O4/c1-8(2)15(3)14(21)17-12(18-15)11-10(13(19)20)5-9(6-16-11)7-22-4/h5-6,8H,7H2,1-4H3,(H,19,20)(H,17,18,21)	InChI=1S/C15H19N3O4/c1-8(2)15(3)14(21)17-12(18-15)11-10(13(19)20)5-9(6-16-11)7-22-4/h5-6,8H,7H2,1-4H3,(H,19,20)(H,17,18,21)/t15-/m0/s1	InChI=1S/C15H19N3O4/c1-8(2)15(3)14(21)17-12(18-15)11-10(13(19)20)5-9(6-16-11)7-22-4/h5-6,8H,7H2,1-4H3,(H,19,20)(H,17,18,21)/t15-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_81857	imazamox		http://purl.obolibrary.org/obo/CHEBI_83743	http://purl.obolibrary.org/obo/CHEBI_83744	http://purl.obolibrary.org/obo/CHEBI_83742	InChI=1S/C15H19N3O4/c1-8(2)15(3)14(21)17-12(18-15)11-10(13(19)20)5-9(6-16-11)7-22-4/h5-6,8H,7H2,1-4H3,(H,19,20)(H,17,18,21)	InChI=1S/C15H19N3O4/c1-8(2)15(3)14(21)17-12(18-15)11-10(13(19)20)5-9(6-16-11)7-22-4/h5-6,8H,7H2,1-4H3,(H,19,20)(H,17,18,21)/t15-/m0/s1	InChI=1S/C15H19N3O4/c1-8(2)15(3)14(21)17-12(18-15)11-10(13(19)20)5-9(6-16-11)7-22-4/h5-6,8H,7H2,1-4H3,(H,19,20)(H,17,18,21)/t15-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_81909	diclofop		http://purl.obolibrary.org/obo/CHEBI_145404	http://purl.obolibrary.org/obo/CHEBI_145403	http://purl.obolibrary.org/obo/CHEBI_145406	InChI=1S/C15H12Cl2O4/c1-9(15(18)19)20-11-3-5-12(6-4-11)21-14-7-2-10(16)8-13(14)17/h2-9H,1H3,(H,18,19)	InChI=1S/C15H12Cl2O4/c1-9(15(18)19)20-11-3-5-12(6-4-11)21-14-7-2-10(16)8-13(14)17/h2-9H,1H3,(H,18,19)/t9-/m0/s1	InChI=1S/C15H12Cl2O4/c1-9(15(18)19)20-11-3-5-12(6-4-11)21-14-7-2-10(16)8-13(14)17/h2-9H,1H3,(H,18,19)/t9-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_81909	diclofop		http://purl.obolibrary.org/obo/CHEBI_145404	http://purl.obolibrary.org/obo/CHEBI_145403	http://purl.obolibrary.org/obo/CHEBI_145406	InChI=1S/C15H12Cl2O4/c1-9(15(18)19)20-11-3-5-12(6-4-11)21-14-7-2-10(16)8-13(14)17/h2-9H,1H3,(H,18,19)	InChI=1S/C15H12Cl2O4/c1-9(15(18)19)20-11-3-5-12(6-4-11)21-14-7-2-10(16)8-13(14)17/h2-9H,1H3,(H,18,19)/t9-/m0/s1	InChI=1S/C15H12Cl2O4/c1-9(15(18)19)20-11-3-5-12(6-4-11)21-14-7-2-10(16)8-13(14)17/h2-9H,1H3,(H,18,19)/t9-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_81913	diniconazole							
http://purl.obolibrary.org/obo/CHEBI_81913	diniconazole							
http://purl.obolibrary.org/obo/CHEBI_81917	fenpropidin		http://purl.obolibrary.org/obo/CHEBI_83294	http://purl.obolibrary.org/obo/CHEBI_83293	http://purl.obolibrary.org/obo/CHEBI_83291	InChI=1S/C19H31N/c1-16(15-20-12-6-5-7-13-20)14-17-8-10-18(11-9-17)19(2,3)4/h8-11,16H,5-7,12-15H2,1-4H3	InChI=1S/C19H31N/c1-16(15-20-12-6-5-7-13-20)14-17-8-10-18(11-9-17)19(2,3)4/h8-11,16H,5-7,12-15H2,1-4H3/t16-/m0/s1	InChI=1S/C19H31N/c1-16(15-20-12-6-5-7-13-20)14-17-8-10-18(11-9-17)19(2,3)4/h8-11,16H,5-7,12-15H2,1-4H3/t16-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_81917	fenpropidin		http://purl.obolibrary.org/obo/CHEBI_83294	http://purl.obolibrary.org/obo/CHEBI_83293	http://purl.obolibrary.org/obo/CHEBI_83291	InChI=1S/C19H31N/c1-16(15-20-12-6-5-7-13-20)14-17-8-10-18(11-9-17)19(2,3)4/h8-11,16H,5-7,12-15H2,1-4H3	InChI=1S/C19H31N/c1-16(15-20-12-6-5-7-13-20)14-17-8-10-18(11-9-17)19(2,3)4/h8-11,16H,5-7,12-15H2,1-4H3/t16-/m0/s1	InChI=1S/C19H31N/c1-16(15-20-12-6-5-7-13-20)14-17-8-10-18(11-9-17)19(2,3)4/h8-11,16H,5-7,12-15H2,1-4H3/t16-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_81923	flutriafol		http://purl.obolibrary.org/obo/CHEBI_83709	http://purl.obolibrary.org/obo/CHEBI_83708	http://purl.obolibrary.org/obo/CHEBI_83707	InChI=1S/C16H13F2N3O/c17-13-7-5-12(6-8-13)16(22,9-21-11-19-10-20-21)14-3-1-2-4-15(14)18/h1-8,10-11,22H,9H2	InChI=1S/C16H13F2N3O/c17-13-7-5-12(6-8-13)16(22,9-21-11-19-10-20-21)14-3-1-2-4-15(14)18/h1-8,10-11,22H,9H2/t16-/m0/s1	InChI=1S/C16H13F2N3O/c17-13-7-5-12(6-8-13)16(22,9-21-11-19-10-20-21)14-3-1-2-4-15(14)18/h1-8,10-11,22H,9H2/t16-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_81923	flutriafol		http://purl.obolibrary.org/obo/CHEBI_83709	http://purl.obolibrary.org/obo/CHEBI_83708	http://purl.obolibrary.org/obo/CHEBI_83707	InChI=1S/C16H13F2N3O/c17-13-7-5-12(6-8-13)16(22,9-21-11-19-10-20-21)14-3-1-2-4-15(14)18/h1-8,10-11,22H,9H2	InChI=1S/C16H13F2N3O/c17-13-7-5-12(6-8-13)16(22,9-21-11-19-10-20-21)14-3-1-2-4-15(14)18/h1-8,10-11,22H,9H2/t16-/m0/s1	InChI=1S/C16H13F2N3O/c17-13-7-5-12(6-8-13)16(22,9-21-11-19-10-20-21)14-3-1-2-4-15(14)18/h1-8,10-11,22H,9H2/t16-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_81927	enilconazole		http://purl.obolibrary.org/obo/CHEBI_83830	http://purl.obolibrary.org/obo/CHEBI_83831	http://purl.obolibrary.org/obo/CHEBI_83829	InChI=1S/C14H14Cl2N2O/c1-2-7-19-14(9-18-6-5-17-10-18)12-4-3-11(15)8-13(12)16/h2-6,8,10,14H,1,7,9H2	InChI=1S/C14H14Cl2N2O/c1-2-7-19-14(9-18-6-5-17-10-18)12-4-3-11(15)8-13(12)16/h2-6,8,10,14H,1,7,9H2/t14-/m1/s1	InChI=1S/C14H14Cl2N2O/c1-2-7-19-14(9-18-6-5-17-10-18)12-4-3-11(15)8-13(12)16/h2-6,8,10,14H,1,7,9H2/t14-/m0/s1
http://purl.obolibrary.org/obo/CHEBI_81927	enilconazole		http://purl.obolibrary.org/obo/CHEBI_83830	http://purl.obolibrary.org/obo/CHEBI_83831	http://purl.obolibrary.org/obo/CHEBI_83829	InChI=1S/C14H14Cl2N2O/c1-2-7-19-14(9-18-6-5-17-10-18)12-4-3-11(15)8-13(12)16/h2-6,8,10,14H,1,7,9H2	InChI=1S/C14H14Cl2N2O/c1-2-7-19-14(9-18-6-5-17-10-18)12-4-3-11(15)8-13(12)16/h2-6,8,10,14H,1,7,9H2/t14-/m1/s1	InChI=1S/C14H14Cl2N2O/c1-2-7-19-14(9-18-6-5-17-10-18)12-4-3-11(15)8-13(12)16/h2-6,8,10,14H,1,7,9H2/t14-/m0/s1
http://purl.obolibrary.org/obo/CHEBI_81943	quizalofop							
http://purl.obolibrary.org/obo/CHEBI_81949	alloxydim	InChI=1S/C17H25NO5/c1-6-8-11(18-23-9-7-2)13-12(19)10-17(3,4)14(15(13)20)16(21)22-5/h7,14,19H,2,6,8-10H2,1,3-5H3/b18-11+						
http://purl.obolibrary.org/obo/CHEBI_81969	ofurace		http://purl.obolibrary.org/obo/CHEBI_82794	http://purl.obolibrary.org/obo/CHEBI_82793	http://purl.obolibrary.org/obo/CHEBI_82792	InChI=1S/C14H16ClNO3/c1-9-4-3-5-10(2)13(9)16(12(17)8-15)11-6-7-19-14(11)18/h3-5,11H,6-8H2,1-2H3	InChI=1S/C14H16ClNO3/c1-9-4-3-5-10(2)13(9)16(12(17)8-15)11-6-7-19-14(11)18/h3-5,11H,6-8H2,1-2H3/t11-/m0/s1	InChI=1S/C14H16ClNO3/c1-9-4-3-5-10(2)13(9)16(12(17)8-15)11-6-7-19-14(11)18/h3-5,11H,6-8H2,1-2H3/t11-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_81970	penconazole		http://purl.obolibrary.org/obo/CHEBI_83995	http://purl.obolibrary.org/obo/CHEBI_83994	http://purl.obolibrary.org/obo/CHEBI_83993	InChI=1S/C13H15Cl2N3/c1-2-3-10(7-18-9-16-8-17-18)12-5-4-11(14)6-13(12)15/h4-6,8-10H,2-3,7H2,1H3	InChI=1S/C13H15Cl2N3/c1-2-3-10(7-18-9-16-8-17-18)12-5-4-11(14)6-13(12)15/h4-6,8-10H,2-3,7H2,1H3/t10-/m1/s1	InChI=1S/C13H15Cl2N3/c1-2-3-10(7-18-9-16-8-17-18)12-5-4-11(14)6-13(12)15/h4-6,8-10H,2-3,7H2,1H3/t10-/m0/s1
http://purl.obolibrary.org/obo/CHEBI_81980	triticonazole		http://purl.obolibrary.org/obo/CHEBI_84007	http://purl.obolibrary.org/obo/CHEBI_84006	http://purl.obolibrary.org/obo/CHEBI_84005	InChI=1S/C17H20ClN3O/c1-16(2)8-7-14(9-13-3-5-15(18)6-4-13)17(16,22)10-21-12-19-11-20-21/h3-6,9,11-12,22H,7-8,10H2,1-2H3/b14-9+	InChI=1S/C17H20ClN3O/c1-16(2)8-7-14(9-13-3-5-15(18)6-4-13)17(16,22)10-21-12-19-11-20-21/h3-6,9,11-12,22H,7-8,10H2,1-2H3/b14-9+/t17-/m1/s1	InChI=1S/C17H20ClN3O/c1-16(2)8-7-14(9-13-3-5-15(18)6-4-13)17(16,22)10-21-12-19-11-20-21/h3-6,9,11-12,22H,7-8,10H2,1-2H3/b14-9+/t17-/m0/s1
http://purl.obolibrary.org/obo/CHEBI_81990	ethofumesate		http://purl.obolibrary.org/obo/CHEBI_83769	http://purl.obolibrary.org/obo/CHEBI_83770	http://purl.obolibrary.org/obo/CHEBI_83768	InChI=1S/C13H18O5S/c1-5-16-12-13(2,3)10-8-9(18-19(4,14)15)6-7-11(10)17-12/h6-8,12H,5H2,1-4H3	InChI=1S/C13H18O5S/c1-5-16-12-13(2,3)10-8-9(18-19(4,14)15)6-7-11(10)17-12/h6-8,12H,5H2,1-4H3/t12-/m0/s1	InChI=1S/C13H18O5S/c1-5-16-12-13(2,3)10-8-9(18-19(4,14)15)6-7-11(10)17-12/h6-8,12H,5H2,1-4H3/t12-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_81990	ethofumesate		http://purl.obolibrary.org/obo/CHEBI_83769	http://purl.obolibrary.org/obo/CHEBI_83770	http://purl.obolibrary.org/obo/CHEBI_83768	InChI=1S/C13H18O5S/c1-5-16-12-13(2,3)10-8-9(18-19(4,14)15)6-7-11(10)17-12/h6-8,12H,5H2,1-4H3	InChI=1S/C13H18O5S/c1-5-16-12-13(2,3)10-8-9(18-19(4,14)15)6-7-11(10)17-12/h6-8,12H,5H2,1-4H3/t12-/m0/s1	InChI=1S/C13H18O5S/c1-5-16-12-13(2,3)10-8-9(18-19(4,14)15)6-7-11(10)17-12/h6-8,12H,5H2,1-4H3/t12-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_82021	imazapyr		http://purl.obolibrary.org/obo/CHEBI_133189	http://purl.obolibrary.org/obo/CHEBI_133188	http://purl.obolibrary.org/obo/CHEBI_133187	InChI=1S/C13H15N3O3/c1-7(2)13(3)12(19)15-10(16-13)9-8(11(17)18)5-4-6-14-9/h4-7H,1-3H3,(H,17,18)(H,15,16,19)	InChI=1S/C13H15N3O3/c1-7(2)13(3)12(19)15-10(16-13)9-8(11(17)18)5-4-6-14-9/h4-7H,1-3H3,(H,17,18)(H,15,16,19)/t13-/m0/s1	InChI=1S/C13H15N3O3/c1-7(2)13(3)12(19)15-10(16-13)9-8(11(17)18)5-4-6-14-9/h4-7H,1-3H3,(H,17,18)(H,15,16,19)/t13-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_82025	napropamide		http://purl.obolibrary.org/obo/CHEBI_83773	http://purl.obolibrary.org/obo/CHEBI_83772	http://purl.obolibrary.org/obo/CHEBI_83771	InChI=1S/C17H21NO2/c1-4-18(5-2)17(19)13(3)20-16-12-8-10-14-9-6-7-11-15(14)16/h6-13H,4-5H2,1-3H3	InChI=1S/C17H21NO2/c1-4-18(5-2)17(19)13(3)20-16-12-8-10-14-9-6-7-11-15(14)16/h6-13H,4-5H2,1-3H3/t13-/m0/s1	InChI=1S/C17H21NO2/c1-4-18(5-2)17(19)13(3)20-16-12-8-10-14-9-6-7-11-15(14)16/h6-13H,4-5H2,1-3H3/t13-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_82025	napropamide		http://purl.obolibrary.org/obo/CHEBI_83773	http://purl.obolibrary.org/obo/CHEBI_83772	http://purl.obolibrary.org/obo/CHEBI_83771	InChI=1S/C17H21NO2/c1-4-18(5-2)17(19)13(3)20-16-12-8-10-14-9-6-7-11-15(14)16/h6-13H,4-5H2,1-3H3	InChI=1S/C17H21NO2/c1-4-18(5-2)17(19)13(3)20-16-12-8-10-14-9-6-7-11-15(14)16/h6-13H,4-5H2,1-3H3/t13-/m0/s1	InChI=1S/C17H21NO2/c1-4-18(5-2)17(19)13(3)20-16-12-8-10-14-9-6-7-11-15(14)16/h6-13H,4-5H2,1-3H3/t13-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_82036	prothioconazole		http://purl.obolibrary.org/obo/CHEBI_84009	http://purl.obolibrary.org/obo/CHEBI_84010	http://purl.obolibrary.org/obo/CHEBI_84008	InChI=1S/C14H15Cl2N3OS/c15-11-4-2-1-3-10(11)7-14(20,13(16)5-6-13)8-19-12(21)17-9-18-19/h1-4,9,20H,5-8H2,(H,17,18,21)	InChI=1S/C14H15Cl2N3OS/c15-11-4-2-1-3-10(11)7-14(20,13(16)5-6-13)8-19-12(21)17-9-18-19/h1-4,9,20H,5-8H2,(H,17,18,21)/t14-/m0/s1	InChI=1S/C14H15Cl2N3OS/c15-11-4-2-1-3-10(11)7-14(20,13(16)5-6-13)8-19-12(21)17-9-18-19/h1-4,9,20H,5-8H2,(H,17,18,21)/t14-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_82048	zoxamide		http://purl.obolibrary.org/obo/CHEBI_82854	http://purl.obolibrary.org/obo/CHEBI_82855	http://purl.obolibrary.org/obo/CHEBI_82853	InChI=1S/C14H16Cl3NO2/c1-4-14(3,12(19)7-15)18-13(20)9-5-10(16)8(2)11(17)6-9/h5-6H,4,7H2,1-3H3,(H,18,20)	InChI=1S/C14H16Cl3NO2/c1-4-14(3,12(19)7-15)18-13(20)9-5-10(16)8(2)11(17)6-9/h5-6H,4,7H2,1-3H3,(H,18,20)/t14-/m0/s1	InChI=1S/C14H16Cl3NO2/c1-4-14(3,12(19)7-15)18-13(20)9-5-10(16)8(2)11(17)6-9/h5-6H,4,7H2,1-3H3,(H,18,20)/t14-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_82074	triarimol		http://purl.obolibrary.org/obo/CHEBI_133645	http://purl.obolibrary.org/obo/CHEBI_133644	http://purl.obolibrary.org/obo/CHEBI_133643	InChI=1S/C17H12Cl2N2O/c18-14-6-7-15(16(19)8-14)17(22,12-4-2-1-3-5-12)13-9-20-11-21-10-13/h1-11,22H	InChI=1S/C17H12Cl2N2O/c18-14-6-7-15(16(19)8-14)17(22,12-4-2-1-3-5-12)13-9-20-11-21-10-13/h1-11,22H/t17-/m0/s1	InChI=1S/C17H12Cl2N2O/c18-14-6-7-15(16(19)8-14)17(22,12-4-2-1-3-5-12)13-9-20-11-21-10-13/h1-11,22H/t17-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_82153	binapacryl		http://purl.obolibrary.org/obo/CHEBI_83371	http://purl.obolibrary.org/obo/CHEBI_83367	http://purl.obolibrary.org/obo/CHEBI_83366	InChI=1S/C15H18N2O6/c1-5-10(4)12-7-11(16(19)20)8-13(17(21)22)15(12)23-14(18)6-9(2)3/h6-8,10H,5H2,1-4H3	InChI=1S/C15H18N2O6/c1-5-10(4)12-7-11(16(19)20)8-13(17(21)22)15(12)23-14(18)6-9(2)3/h6-8,10H,5H2,1-4H3/t10-/m0/s1	InChI=1S/C15H18N2O6/c1-5-10(4)12-7-11(16(19)20)8-13(17(21)22)15(12)23-14(18)6-9(2)3/h6-8,10H,5H2,1-4H3/t10-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_82163	rac-1,2-dichloropropane		http://purl.obolibrary.org/obo/CHEBI_142471	http://purl.obolibrary.org/obo/CHEBI_142469	http://purl.obolibrary.org/obo/CHEBI_142468	InChI=1S/C3H6Cl2/c1-3(5)2-4/h3H,2H2,1H3	InChI=1S/C3H6Cl2/c1-3(5)2-4/h3H,2H2,1H3/t3-/m0/s1	InChI=1S/C3H6Cl2/c1-3(5)2-4/h3H,2H2,1H3/t3-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_82163	rac-1,2-dichloropropane		http://purl.obolibrary.org/obo/CHEBI_142471	http://purl.obolibrary.org/obo/CHEBI_142469	http://purl.obolibrary.org/obo/CHEBI_142468	InChI=1S/C3H6Cl2/c1-3(5)2-4/h3H,2H2,1H3	InChI=1S/C3H6Cl2/c1-3(5)2-4/h3H,2H2,1H3/t3-/m0/s1	InChI=1S/C3H6Cl2/c1-3(5)2-4/h3H,2H2,1H3/t3-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_82228	secbumeton		http://purl.obolibrary.org/obo/CHEBI_83788	http://purl.obolibrary.org/obo/CHEBI_83787	http://purl.obolibrary.org/obo/CHEBI_83786	InChI=1S/C10H19N5O/c1-5-7(3)12-9-13-8(11-6-2)14-10(15-9)16-4/h7H,5-6H2,1-4H3,(H2,11,12,13,14,15)	InChI=1S/C10H19N5O/c1-5-7(3)12-9-13-8(11-6-2)14-10(15-9)16-4/h7H,5-6H2,1-4H3,(H2,11,12,13,14,15)/t7-/m0/s1	InChI=1S/C10H19N5O/c1-5-7(3)12-9-13-8(11-6-2)14-10(15-9)16-4/h7H,5-6H2,1-4H3,(H2,11,12,13,14,15)/t7-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_82228	secbumeton		http://purl.obolibrary.org/obo/CHEBI_83788	http://purl.obolibrary.org/obo/CHEBI_83787	http://purl.obolibrary.org/obo/CHEBI_83786	InChI=1S/C10H19N5O/c1-5-7(3)12-9-13-8(11-6-2)14-10(15-9)16-4/h7H,5-6H2,1-4H3,(H2,11,12,13,14,15)	InChI=1S/C10H19N5O/c1-5-7(3)12-9-13-8(11-6-2)14-10(15-9)16-4/h7H,5-6H2,1-4H3,(H2,11,12,13,14,15)/t7-/m0/s1	InChI=1S/C10H19N5O/c1-5-7(3)12-9-13-8(11-6-2)14-10(15-9)16-4/h7H,5-6H2,1-4H3,(H2,11,12,13,14,15)/t7-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_82719	orciprenaline		http://purl.obolibrary.org/obo/CHEBI_83331	http://purl.obolibrary.org/obo/CHEBI_83330	http://purl.obolibrary.org/obo/CHEBI_83329	InChI=1S/C11H17NO3/c1-7(2)12-6-11(15)8-3-9(13)5-10(14)4-8/h3-5,7,11-15H,6H2,1-2H3	InChI=1S/C11H17NO3/c1-7(2)12-6-11(15)8-3-9(13)5-10(14)4-8/h3-5,7,11-15H,6H2,1-2H3/t11-/m1/s1	InChI=1S/C11H17NO3/c1-7(2)12-6-11(15)8-3-9(13)5-10(14)4-8/h3-5,7,11-15H,6H2,1-2H3/t11-/m0/s1
http://purl.obolibrary.org/obo/CHEBI_82856	ethaboxam		http://purl.obolibrary.org/obo/CHEBI_82858	http://purl.obolibrary.org/obo/CHEBI_82859	http://purl.obolibrary.org/obo/CHEBI_82857	InChI=1S/C14H16N4OS2/c1-3-9-12(21-14(18-9)16-4-2)13(19)17-10(8-15)11-6-5-7-20-11/h5-7,10H,3-4H2,1-2H3,(H,16,18)(H,17,19)	InChI=1S/C14H16N4OS2/c1-3-9-12(21-14(18-9)16-4-2)13(19)17-10(8-15)11-6-5-7-20-11/h5-7,10H,3-4H2,1-2H3,(H,16,18)(H,17,19)/t10-/m0/s1	InChI=1S/C14H16N4OS2/c1-3-9-12(21-14(18-9)16-4-2)13(19)17-10(8-15)11-6-5-7-20-11/h5-7,10H,3-4H2,1-2H3,(H,16,18)(H,17,19)/t10-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_82860	diflumetorim		http://purl.obolibrary.org/obo/CHEBI_82868	http://purl.obolibrary.org/obo/CHEBI_82867	http://purl.obolibrary.org/obo/CHEBI_82861	InChI=1S/C15H16ClF2N3O/c1-3-12(21-14-13(16)9(2)19-8-20-14)10-4-6-11(7-5-10)22-15(17)18/h4-8,12,15H,3H2,1-2H3,(H,19,20,21)	InChI=1S/C15H16ClF2N3O/c1-3-12(21-14-13(16)9(2)19-8-20-14)10-4-6-11(7-5-10)22-15(17)18/h4-8,12,15H,3H2,1-2H3,(H,19,20,21)/t12-/m0/s1	InChI=1S/C15H16ClF2N3O/c1-3-12(21-14-13(16)9(2)19-8-20-14)10-4-6-11(7-5-10)22-15(17)18/h4-8,12,15H,3H2,1-2H3,(H,19,20,21)/t12-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_82862	eberconazole		http://purl.obolibrary.org/obo/CHEBI_83588	http://purl.obolibrary.org/obo/CHEBI_83587	http://purl.obolibrary.org/obo/CHEBI_83584	InChI=1S/C18H14Cl2N2/c19-14-9-13-6-5-12-3-1-2-4-15(12)18(17(13)16(20)10-14)22-8-7-21-11-22/h1-4,7-11,18H,5-6H2	InChI=1S/C18H14Cl2N2/c19-14-9-13-6-5-12-3-1-2-4-15(12)18(17(13)16(20)10-14)22-8-7-21-11-22/h1-4,7-11,18H,5-6H2/t18-/m0/s1	InChI=1S/C18H14Cl2N2/c19-14-9-13-6-5-12-3-1-2-4-15(12)18(17(13)16(20)10-14)22-8-7-21-11-22/h1-4,7-11,18H,5-6H2/t18-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_82863	fenticonazole		http://purl.obolibrary.org/obo/CHEBI_83603	http://purl.obolibrary.org/obo/CHEBI_83604	http://purl.obolibrary.org/obo/CHEBI_83602	InChI=1S/C24H20Cl2N2OS/c25-19-8-11-22(23(26)14-19)24(15-28-13-12-27-17-28)29-16-18-6-9-21(10-7-18)30-20-4-2-1-3-5-20/h1-14,17,24H,15-16H2	InChI=1S/C24H20Cl2N2OS/c25-19-8-11-22(23(26)14-19)24(15-28-13-12-27-17-28)29-16-18-6-9-21(10-7-18)30-20-4-2-1-3-5-20/h1-14,17,24H,15-16H2/t24-/m1/s1	InChI=1S/C24H20Cl2N2OS/c25-19-8-11-22(23(26)14-19)24(15-28-13-12-27-17-28)29-16-18-6-9-21(10-7-18)30-20-4-2-1-3-5-20/h1-14,17,24H,15-16H2/t24-/m0/s1
http://purl.obolibrary.org/obo/CHEBI_82865	isoconazole		http://purl.obolibrary.org/obo/CHEBI_83668	http://purl.obolibrary.org/obo/CHEBI_83666	http://purl.obolibrary.org/obo/CHEBI_83667	InChI=1S/C18H14Cl4N2O/c19-12-4-5-13(17(22)8-12)18(9-24-7-6-23-11-24)25-10-14-15(20)2-1-3-16(14)21/h1-8,11,18H,9-10H2	InChI=1S/C18H14Cl4N2O/c19-12-4-5-13(17(22)8-12)18(9-24-7-6-23-11-24)25-10-14-15(20)2-1-3-16(14)21/h1-8,11,18H,9-10H2/t18-/m1/s1	InChI=1S/C18H14Cl4N2O/c19-12-4-5-13(17(22)8-12)18(9-24-7-6-23-11-24)25-10-14-15(20)2-1-3-16(14)21/h1-8,11,18H,9-10H2/t18-/m0/s1
http://purl.obolibrary.org/obo/CHEBI_82866	sertaconazole							
http://purl.obolibrary.org/obo/CHEBI_82978	paliperidone		http://purl.obolibrary.org/obo/CHEBI_83805	http://purl.obolibrary.org/obo/CHEBI_83806	http://purl.obolibrary.org/obo/CHEBI_83804	InChI=1S/C23H27FN4O3/c1-14-17(23(30)28-9-2-3-19(29)22(28)25-14)8-12-27-10-6-15(7-11-27)21-18-5-4-16(24)13-20(18)31-26-21/h4-5,13,15,19,29H,2-3,6-12H2,1H3	InChI=1S/C23H27FN4O3/c1-14-17(23(30)28-9-2-3-19(29)22(28)25-14)8-12-27-10-6-15(7-11-27)21-18-5-4-16(24)13-20(18)31-26-21/h4-5,13,15,19,29H,2-3,6-12H2,1H3/t19-/m0/s1	InChI=1S/C23H27FN4O3/c1-14-17(23(30)28-9-2-3-19(29)22(28)25-14)8-12-27-10-6-15(7-11-27)21-18-5-4-16(24)13-20(18)31-26-21/h4-5,13,15,19,29H,2-3,6-12H2,1H3/t19-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_83092	benzovindiflupyr							
http://purl.obolibrary.org/obo/CHEBI_83133	penflufen		http://purl.obolibrary.org/obo/CHEBI_83135	http://purl.obolibrary.org/obo/CHEBI_83136	http://purl.obolibrary.org/obo/CHEBI_83134	InChI=1S/C18H24FN3O/c1-11(2)10-12(3)14-8-6-7-9-15(14)20-18(23)16-13(4)21-22(5)17(16)19/h6-9,11-12H,10H2,1-5H3,(H,20,23)	InChI=1S/C18H24FN3O/c1-11(2)10-12(3)14-8-6-7-9-15(14)20-18(23)16-13(4)21-22(5)17(16)19/h6-9,11-12H,10H2,1-5H3,(H,20,23)/t12-/m0/s1	InChI=1S/C18H24FN3O/c1-11(2)10-12(3)14-8-6-7-9-15(14)20-18(23)16-13(4)21-22(5)17(16)19/h6-9,11-12H,10H2,1-5H3,(H,20,23)/t12-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_83205	mandestrobin		http://purl.obolibrary.org/obo/CHEBI_83210	http://purl.obolibrary.org/obo/CHEBI_83209	http://purl.obolibrary.org/obo/CHEBI_83208	InChI=1S/C19H23NO3/c1-13-9-10-14(2)17(11-13)23-12-15-7-5-6-8-16(15)18(22-4)19(21)20-3/h5-11,18H,12H2,1-4H3,(H,20,21)	InChI=1S/C19H23NO3/c1-13-9-10-14(2)17(11-13)23-12-15-7-5-6-8-16(15)18(22-4)19(21)20-3/h5-11,18H,12H2,1-4H3,(H,20,21)/t18-/m0/s1	InChI=1S/C19H23NO3/c1-13-9-10-14(2)17(11-13)23-12-15-7-5-6-8-16(15)18(22-4)19(21)20-3/h5-11,18H,12H2,1-4H3,(H,20,21)/t18-/m1/s1
